,prompt,completion
4207,"This is a verse from the Holy Quran
""And those who take as protectors others besides Him""
 where its mention in the Holy quran?",(Quran 42:6)
4208,"This is a verse from the Holy Quran
""Thus have We sent by inspiration to thee an Arabic Qur�an: that thou mayest warn the Mother of Cities and all around her""
 where its mention in the Holy quran?",(Quran 42:7)
4209,"This is a verse from the Holy Quran
""If Allah had so willed""
 where its mention in the Holy quran?",(Quran 42:8)
4210,"This is a verse from the Holy Quran
""What! Have they taken (for worship) protectors besides Him? But it is Allah""
 where its mention in the Holy quran?",(Quran 42:9)
4211,"This is a verse from the Holy Quran
""Whatever it be wherein ye differ""
 where its mention in the Holy quran?",(Quran 42:10)
4212,"This is a verse from the Holy Quran
""(He is) the Creator of the heavens and the earth: He has made for you pairs from among yourselves""
 where its mention in the Holy quran?",(Quran 42:11)
4213,"This is a verse from the Holy Quran
""To Him belong the keys of the heavens and the earth: He enlarges and restricts. The Sustenance to whom He will: for He knows full well all things.""
 where its mention in the Holy quran?",(Quran 42:12)
4214,"This is a verse from the Holy Quran
""The same religion has He established for you as that which He enjoined on Noah - the which We have sent by inspiration to thee - and that which We enjoined on Abraham""
 where its mention in the Holy quran?",(Quran 42:13)
4215,"This is a verse from the Holy Quran
""And they became divided only after Knowledge reached them""
 where its mention in the Holy quran?",(Quran 42:14)
4216,"This is a verse from the Holy Quran
""Now then""
 where its mention in the Holy quran?",(Quran 42:15)
4217,"This is a verse from the Holy Quran
""But those who dispute concerning Allah after He has been accepted""
 where its mention in the Holy quran?",(Quran 42:16)
4218,"This is a verse from the Holy Quran
""It is Allah Who has sent down the Book in Truth""
 where its mention in the Holy quran?",(Quran 42:17)
4219,"This is a verse from the Holy Quran
""Only those wish to hasten it who believe not in it: those who believe hold it in awe""
 where its mention in the Holy quran?",(Quran 42:18)
4220,"This is a verse from the Holy Quran
""Gracious is Allah to His servants: He gives Sustenance to whom He pleases: and He has power and can carry out His Will.""
 where its mention in the Holy quran?",(Quran 42:19)
4221,"This is a verse from the Holy Quran
""To any that desires the tilth of the Hereafter""
 where its mention in the Holy quran?",(Quran 42:20)
4222,"This is a verse from the Holy Quran
""What! have they partners (in godhead)""
 where its mention in the Holy quran?",(Quran 42:21)
4223,"This is a verse from the Holy Quran
""Thou wilt see the Wrong-doers in fear on account of what they have earned""
 where its mention in the Holy quran?",(Quran 42:22)
4224,"This is a verse from the Holy Quran
""That is (the Bounty) whereof Allah gives Glad Tidings to His Servants who believe and do righteous deeds. Say: ""No reward do I ask of you for this except the love of those near of kin."" And if any one earns any good""
 where its mention in the Holy quran?",(Quran 42:23)
4225,"This is a verse from the Holy Quran
""What! Do they say""
 where its mention in the Holy quran?",(Quran 42:24)
4226,"This is a verse from the Holy Quran
""He is the One that accepts repentance from His Servants and forgives sins: and He knows all that ye do.""
 where its mention in the Holy quran?",(Quran 42:25)
4227,"This is a verse from the Holy Quran
""And He listens to those who believe and do deeds of righteousness""
 where its mention in the Holy quran?",(Quran 42:26)
4228,"This is a verse from the Holy Quran
""If Allah were to enlarge the provision for His Servants""
 where its mention in the Holy quran?",(Quran 42:27)
4229,"This is a verse from the Holy Quran
""He is the One that sends down rain (even) after (men) have given up all hope""
 where its mention in the Holy quran?",(Quran 42:28)
4230,"This is a verse from the Holy Quran
""And among His Signs is the creation of the heavens and the earth""
 where its mention in the Holy quran?",(Quran 42:29)
4231,"This is a verse from the Holy Quran
""Whatever misfortune happens to you""
 where its mention in the Holy quran?",(Quran 42:30)
4232,"This is a verse from the Holy Quran
""Nor can ye frustrate (aught)""
 where its mention in the Holy quran?",(Quran 42:31)
4233,"This is a verse from the Holy Quran
""And among His Signs are the ships""
 where its mention in the Holy quran?",(Quran 42:32)
4234,"This is a verse from the Holy Quran
""If it be His Will He can still the Wind: then would they become motionless on the back of the (ocean). Verily in this are Signs for everyone who patiently perseveres and is grateful.""
 where its mention in the Holy quran?",(Quran 42:33)
4235,"This is a verse from the Holy Quran
""Or He can cause them to perish because of the (evil) which (the men) have earned; but much doth He forgive.""
 where its mention in the Holy quran?",(Quran 42:34)
4236,"This is a verse from the Holy Quran
""But let those know""
 where its mention in the Holy quran?",(Quran 42:35)
4237,"This is a verse from the Holy Quran
""Whatever ye are given (here) is (but) a convenience of this life: but that which is with Allah is better and more lasting: (it is) for those who believe and put their trust in their Lord:""
 where its mention in the Holy quran?",(Quran 42:36)
4238,"This is a verse from the Holy Quran
""Those who avoid the greater crimes and shameful deeds""
 where its mention in the Holy quran?",(Quran 42:37)
4239,"This is a verse from the Holy Quran
""Those who hearken to their Lord""
 where its mention in the Holy quran?",(Quran 42:38)
4240,"This is a verse from the Holy Quran
""And those who""
 where its mention in the Holy quran?",(Quran 42:39)
4241,"This is a verse from the Holy Quran
""The recompense for an injury is an injury equal thereto (in degree): but if a person forgives and makes reconciliation""
 where its mention in the Holy quran?",(Quran 42:40)
4242,"This is a verse from the Holy Quran
""But indeed if any do help and defend themselves after a wrong (done) to them""
 where its mention in the Holy quran?",(Quran 42:41)
4243,"This is a verse from the Holy Quran
""The blame is only against those who oppress men and wrong-doing and insolently transgress beyond bounds through the land""
 where its mention in the Holy quran?",(Quran 42:42)
4244,"This is a verse from the Holy Quran
""But indeed if any show patience and forgive""
 where its mention in the Holy quran?",(Quran 42:43)
4245,"This is a verse from the Holy Quran
""For any whom Allah leaves astray""
 where its mention in the Holy quran?",(Quran 42:44)
4246,"This is a verse from the Holy Quran
""And thou wilt see them brought forward to the (Penalty)""
 where its mention in the Holy quran?",(Quran 42:45)
4247,"This is a verse from the Holy Quran
""And no protectors have they to help them""
 where its mention in the Holy quran?",(Quran 42:46)
4248,"This is a verse from the Holy Quran
""Hearken ye to your Lord""
 where its mention in the Holy quran?",(Quran 42:47)
4249,"This is a verse from the Holy Quran
""If then they run away""
 where its mention in the Holy quran?",(Quran 42:48)
4250,"This is a verse from the Holy Quran
""To Allah belongs the dominion of the heavens and the earth. He creates what He wills (and plans). He bestows (children) male or female according to His Will (and Plan)""
 where its mention in the Holy quran?",(Quran 42:49)
4251,"This is a verse from the Holy Quran
""Or He bestows both males and females""
 where its mention in the Holy quran?",(Quran 42:50)
4252,"This is a verse from the Holy Quran
""It is not fitting for a man that Allah should speak to him except by inspiration""
 where its mention in the Holy quran?",(Quran 42:51)
4253,"This is a verse from the Holy Quran
""And thus have We""
 where its mention in the Holy quran?",(Quran 42:52)
4254,"This is a verse from the Holy Quran
""The Way of Allah""
 where its mention in the Holy quran?",(Quran 42:53)
4255,"This is a verse from the Holy Quran
""Ha-Mim""
 where its mention in the Holy quran?",(Quran 43:1)
4256,"This is a verse from the Holy Quran
""By the Book that makes things clear""
 where its mention in the Holy quran?",(Quran 43:2)
4257,"This is a verse from the Holy Quran
""We have made it a Qur�an in Arabic""
 where its mention in the Holy quran?",(Quran 43:3)
4258,"This is a verse from the Holy Quran
""And verily""
 where its mention in the Holy quran?",(Quran 43:4)
4259,"This is a verse from the Holy Quran
""Shall We then take away the Message from you and repel (you)""
 where its mention in the Holy quran?",(Quran 43:5)
4260,"This is a verse from the Holy Quran
""But how many were the prophets We sent amongst the peoples of old?""
 where its mention in the Holy quran?",(Quran 43:6)
4261,"This is a verse from the Holy Quran
""And never came there a prophet to them but they mocked him.""
 where its mention in the Holy quran?",(Quran 43:7)
4262,"This is a verse from the Holy Quran
""So We destroyed (them)- stronger in power than these;- and (thus) has passed on the Parable of the peoples of old.""
 where its mention in the Holy quran?",(Quran 43:8)
4263,"This is a verse from the Holy Quran
""If thou wert to question them""
 where its mention in the Holy quran?",(Quran 43:9)
4264,"This is a verse from the Holy Quran
""(Yea""
 where its mention in the Holy quran?",(Quran 43:10)
4265,"This is a verse from the Holy Quran
""That sends down (from time to time) rain from the sky in due measure;- and We raise to life therewith a land that is dead; even so will ye be raised (from the dead);-""
 where its mention in the Holy quran?",(Quran 43:11)
4266,"This is a verse from the Holy Quran
""That has created pairs in all things""
 where its mention in the Holy quran?",(Quran 43:12)
4267,"This is a verse from the Holy Quran
""In order that ye may sit firm and square on their backs""
 where its mention in the Holy quran?",(Quran 43:13)
4268,"This is a verse from the Holy Quran
""""And to our Lord""
 where its mention in the Holy quran?",(Quran 43:14)
4269,"This is a verse from the Holy Quran
""Yet they attribute to some of His servants a share with Him (in his godhead)! truly is man a blasphemous ingrate avowed!""
 where its mention in the Holy quran?",(Quran 43:15)
4270,"This is a verse from the Holy Quran
""What! has He taken daughters out of what He himself creates""
 where its mention in the Holy quran?",(Quran 43:16)
4271,"This is a verse from the Holy Quran
""When news is brought to one of them of (the birth of) what he sets up as a likeness to (Allah) Most Gracious""
 where its mention in the Holy quran?",(Quran 43:17)
4272,"This is a verse from the Holy Quran
""Is then one brought up among trinkets""
 where its mention in the Holy quran?",(Quran 43:18)
4273,"This is a verse from the Holy Quran
""And they make into females angels who themselves serve Allah. Did they witness their creation? Their evidence will be recorded""
 where its mention in the Holy quran?",(Quran 43:19)
4274,"This is a verse from the Holy Quran
""(""Ah!"") they say""
 where its mention in the Holy quran?",(Quran 43:20)
4275,"This is a verse from the Holy Quran
""What! have We given them a Book before this""
 where its mention in the Holy quran?",(Quran 43:21)
4276,"This is a verse from the Holy Quran
""Nay! they say: ""We found our fathers following a certain religion""
 where its mention in the Holy quran?",(Quran 43:22)
4277,"This is a verse from the Holy Quran
""Just in the same way""
 where its mention in the Holy quran?",(Quran 43:23)
4278,"This is a verse from the Holy Quran
""He said: ""What! Even if I brought you better guidance than that which ye found your fathers following?"" They said: ""For us""
 where its mention in the Holy quran?",(Quran 43:24)
4279,"This is a verse from the Holy Quran
""So We exacted retribution from them: now see what was the end of those who rejected (Truth)!""
 where its mention in the Holy quran?",(Quran 43:25)
4280,"This is a verse from the Holy Quran
""Behold! Abraham said to his father and his people: ""I do indeed clear myself of what ye worship:""
 where its mention in the Holy quran?",(Quran 43:26)
4281,"This is a verse from the Holy Quran
""""(I worship) only Him Who made me""
 where its mention in the Holy quran?",(Quran 43:27)
4282,"This is a verse from the Holy Quran
""And he left it as a Word to endure among those who came after him""
 where its mention in the Holy quran?",(Quran 43:28)
4283,"This is a verse from the Holy Quran
""Yea""
 where its mention in the Holy quran?",(Quran 43:29)
4284,"This is a verse from the Holy Quran
""But when the Truth came to them""
 where its mention in the Holy quran?",(Quran 43:30)
4285,"This is a verse from the Holy Quran
""Also""
 where its mention in the Holy quran?",(Quran 43:31)
4286,"This is a verse from the Holy Quran
""Is it they who would portion out the Mercy of thy Lord? It is We Who portion out between them their livelihood in the life of this world: and We raise some of them above others in ranks""
 where its mention in the Holy quran?",(Quran 43:32)
4287,"This is a verse from the Holy Quran
""And were it not that (all) men might become of one (evil) way of life""
 where its mention in the Holy quran?",(Quran 43:33)
4288,"This is a verse from the Holy Quran
""And (silver) doors to their houses""
 where its mention in the Holy quran?",(Quran 43:34)
4289,"This is a verse from the Holy Quran
""And also adornments of gold. But all this were nothing but conveniences of the present life: The Hereafter""
 where its mention in the Holy quran?",(Quran 43:35)
4290,"This is a verse from the Holy Quran
""If anyone withdraws himself from remembrance of (Allah) Most Gracious""
 where its mention in the Holy quran?",(Quran 43:36)
4291,"This is a verse from the Holy Quran
""Such (evil ones) really hinder them from the Path""
 where its mention in the Holy quran?",(Quran 43:37)
4292,"This is a verse from the Holy Quran
""At length""
 where its mention in the Holy quran?",(Quran 43:38)
4293,"This is a verse from the Holy Quran
""When ye have done wrong""
 where its mention in the Holy quran?",(Quran 43:39)
4294,"This is a verse from the Holy Quran
""Canst thou then make the deaf to hear""
 where its mention in the Holy quran?",(Quran 43:40)
4295,"This is a verse from the Holy Quran
""Even if We take thee away""
 where its mention in the Holy quran?",(Quran 43:41)
4296,"This is a verse from the Holy Quran
""Or We shall show thee that (accomplished) which We have promised them: for verily We shall prevail over them.""
 where its mention in the Holy quran?",(Quran 43:42)
4297,"This is a verse from the Holy Quran
""So hold thou fast to the Revelation sent down to thee; verily thou art on a Straight Way.""
 where its mention in the Holy quran?",(Quran 43:43)
4298,"This is a verse from the Holy Quran
""The (Qur�an) is indeed the message""
 where its mention in the Holy quran?",(Quran 43:44)
4299,"This is a verse from the Holy Quran
""And question thou our messengers whom We sent before thee; did We appoint any deities other than (Allah) Most Gracious""
 where its mention in the Holy quran?",(Quran 43:45)
4300,"This is a verse from the Holy Quran
""We did send Moses aforetime""
 where its mention in the Holy quran?",(Quran 43:46)
4301,"This is a verse from the Holy Quran
""But when he came to them with Our Signs""
 where its mention in the Holy quran?",(Quran 43:47)
4302,"This is a verse from the Holy Quran
""We showed them Sign after Sign""
 where its mention in the Holy quran?",(Quran 43:48)
4303,"This is a verse from the Holy Quran
""And they said""
 where its mention in the Holy quran?",(Quran 43:49)
4304,"This is a verse from the Holy Quran
""But when We removed the Penalty from them""
 where its mention in the Holy quran?",(Quran 43:50)
4305,"This is a verse from the Holy Quran
""And Pharaoh proclaimed among his people""
 where its mention in the Holy quran?",(Quran 43:51)
4306,"This is a verse from the Holy Quran
""""Am I not better than this (Moses)""
 where its mention in the Holy quran?",(Quran 43:52)
4307,"This is a verse from the Holy Quran
""""Then why are not gold bracelets bestowed on him""
 where its mention in the Holy quran?",(Quran 43:53)
4308,"This is a verse from the Holy Quran
""Thus did he make fools of his people""
 where its mention in the Holy quran?",(Quran 43:54)
4309,"This is a verse from the Holy Quran
""When at length they provoked Us""
 where its mention in the Holy quran?",(Quran 43:55)
4310,"This is a verse from the Holy Quran
""And We made them (a people) of the Past and an Example to later ages.""
 where its mention in the Holy quran?",(Quran 43:56)
4311,"This is a verse from the Holy Quran
""When (Jesus) the son of Mary is held up as an example""
 where its mention in the Holy quran?",(Quran 43:57)
4312,"This is a verse from the Holy Quran
""And they say""
 where its mention in the Holy quran?",(Quran 43:58)
4313,"This is a verse from the Holy Quran
""He was no more than a servant: We granted Our favour to him""
 where its mention in the Holy quran?",(Quran 43:59)
4314,"This is a verse from the Holy Quran
""And if it were Our Will""
 where its mention in the Holy quran?",(Quran 43:60)
4315,"This is a verse from the Holy Quran
""And (Jesus) shall be a Sign (for the coming of) the Hour (of Judgment): therefore have no doubt about the (Hour)""
 where its mention in the Holy quran?",(Quran 43:61)
4316,"This is a verse from the Holy Quran
""Let not the Evil One hinder you: for he is to you an enemy avowed.""
 where its mention in the Holy quran?",(Quran 43:62)
4317,"This is a verse from the Holy Quran
""When Jesus came with Clear Signs""
 where its mention in the Holy quran?",(Quran 43:63)
4318,"This is a verse from the Holy Quran
""""For Allah""
 where its mention in the Holy quran?",(Quran 43:64)
4319,"This is a verse from the Holy Quran
""But sects from among themselves fell into disagreement: then woe to the wrong-doers""
 where its mention in the Holy quran?",(Quran 43:65)
4320,"This is a verse from the Holy Quran
""Do they only wait for the Hour - that it should come on them all of a sudden""
 where its mention in the Holy quran?",(Quran 43:66)
4321,"This is a verse from the Holy Quran
""Friends on that day will be foes""
 where its mention in the Holy quran?",(Quran 43:67)
4322,"This is a verse from the Holy Quran
""My devotees! no fear shall be on you that Day""
 where its mention in the Holy quran?",(Quran 43:68)
4323,"This is a verse from the Holy Quran
""(Being) those who have believed in Our Signs and bowed (their wills to Ours) in Islam.""
 where its mention in the Holy quran?",(Quran 43:69)
4324,"This is a verse from the Holy Quran
""Enter ye the Garden""
 where its mention in the Holy quran?",(Quran 43:70)
4325,"This is a verse from the Holy Quran
""To them will be passed round""
 where its mention in the Holy quran?",(Quran 43:71)
4326,"This is a verse from the Holy Quran
""Such will be the Garden of which ye are made heirs for your (good) deeds (in life).""
 where its mention in the Holy quran?",(Quran 43:72)
4327,"This is a verse from the Holy Quran
""Ye shall have therein abundance of fruit""
 where its mention in the Holy quran?",(Quran 43:73)
4328,"This is a verse from the Holy Quran
""The sinners will be in the Punishment of Hell""
 where its mention in the Holy quran?",(Quran 43:74)
4329,"This is a verse from the Holy Quran
""Nowise will the (Punishment) be lightened for them""
 where its mention in the Holy quran?",(Quran 43:75)
4330,"This is a verse from the Holy Quran
""Nowise shall We be unjust to them: but it is they who have been unjust themselves.""
 where its mention in the Holy quran?",(Quran 43:76)
4331,"This is a verse from the Holy Quran
""They will cry: ""O Malik! would that thy Lord put an end to us!"" He will say""
 where its mention in the Holy quran?",(Quran 43:77)
4332,"This is a verse from the Holy Quran
""Verily We have brought the Truth to you: but most of you have a hatred for Truth.""
 where its mention in the Holy quran?",(Quran 43:78)
4333,"This is a verse from the Holy Quran
""What! have they settled some plan (among themselves)? But it is We Who settle things.""
 where its mention in the Holy quran?",(Quran 43:79)
4334,"This is a verse from the Holy Quran
""Or do they think that We hear not their secrets and their private counsels? Indeed (We do)""
 where its mention in the Holy quran?",(Quran 43:80)
4335,"This is a verse from the Holy Quran
""Say: ""If (Allah) Most Gracious had a son""
 where its mention in the Holy quran?",(Quran 43:81)
4336,"This is a verse from the Holy Quran
""Glory to the Lord of the heavens and the earth""
 where its mention in the Holy quran?",(Quran 43:82)
4337,"This is a verse from the Holy Quran
""So leave them to babble and play (with vanities) until they meet that Day of theirs""
 where its mention in the Holy quran?",(Quran 43:83)
4338,"This is a verse from the Holy Quran
""It is He Who is Allah in heaven and Allah on earth; and He is full of Wisdom and Knowledge.""
 where its mention in the Holy quran?",(Quran 43:84)
4339,"This is a verse from the Holy Quran
""And blessed is He to Whom belongs the dominion of the heavens and the earth""
 where its mention in the Holy quran?",(Quran 43:85)
4340,"This is a verse from the Holy Quran
""And those whom they invoke besides Allah have no power of intercession;- only he who bears witness to the Truth""
 where its mention in the Holy quran?",(Quran 43:86)
4341,"This is a verse from the Holy Quran
""If thou ask them""
 where its mention in the Holy quran?",(Quran 43:87)
4342,"This is a verse from the Holy Quran
""(Allah has knowledge) of the (Prophet�s) cry""
 where its mention in the Holy quran?",(Quran 43:88)
4343,"This is a verse from the Holy Quran
""But turn away from them""
 where its mention in the Holy quran?",(Quran 43:89)
4344,"This is a verse from the Holy Quran
""Ha-Mim.""
 where its mention in the Holy quran?",(Quran 44:1)
4345,"This is a verse from the Holy Quran
""By the Book that makes things clear;-""
 where its mention in the Holy quran?",(Quran 44:2)
4346,"This is a verse from the Holy Quran
""We sent it down during a Blessed Night: for We (ever) wish to warn (against Evil).""
 where its mention in the Holy quran?",(Quran 44:3)
4347,"This is a verse from the Holy Quran
""In the (Night) is made distinct every affair of wisdom""
 where its mention in the Holy quran?",(Quran 44:4)
4348,"This is a verse from the Holy Quran
""By command""
 where its mention in the Holy quran?",(Quran 44:5)
4349,"This is a verse from the Holy Quran
""As Mercy from thy Lord: for He hears and knows (all things);""
 where its mention in the Holy quran?",(Quran 44:6)
4350,"This is a verse from the Holy Quran
""The Lord of the heavens and the earth and all between them""
 where its mention in the Holy quran?",(Quran 44:7)
4351,"This is a verse from the Holy Quran
""There is no god but He: It is He Who gives life and gives death""
 where its mention in the Holy quran?",(Quran 44:8)
4352,"This is a verse from the Holy Quran
""Yet they play about in doubt.""
 where its mention in the Holy quran?",(Quran 44:9)
4353,"This is a verse from the Holy Quran
""Then watch thou for the Day that the sky will bring forth a kind of smoke (or mist) plainly visible""
 where its mention in the Holy quran?",(Quran 44:10)
4354,"This is a verse from the Holy Quran
""Enveloping the people: this will be a Penalty Grievous.""
 where its mention in the Holy quran?",(Quran 44:11)
4355,"This is a verse from the Holy Quran
""(They will say:) ""Our Lord! remove the Penalty from us""
 where its mention in the Holy quran?",(Quran 44:12)
4356,"This is a verse from the Holy Quran
""How shall the message be (effectual) for them""
 where its mention in the Holy quran?",(Quran 44:13)
4357,"This is a verse from the Holy Quran
""Yet they turn away from him and say: ""Tutored (by others)""
 where its mention in the Holy quran?",(Quran 44:14)
4358,"This is a verse from the Holy Quran
""We shall indeed remove the Penalty for a while""
 where its mention in the Holy quran?",(Quran 44:15)
4359,"This is a verse from the Holy Quran
""One day We shall seize you with a mighty onslaught: We will indeed (then) exact Retribution!""
 where its mention in the Holy quran?",(Quran 44:16)
4360,"This is a verse from the Holy Quran
""We did""
 where its mention in the Holy quran?",(Quran 44:17)
4361,"This is a verse from the Holy Quran
""Saying: ""Restore to me the Servants of Allah: I am to you an messenger worthy of all trust;""
 where its mention in the Holy quran?",(Quran 44:18)
4362,"This is a verse from the Holy Quran
""""And be not arrogant as against Allah: for I come to you with authority manifest.""
 where its mention in the Holy quran?",(Quran 44:19)
4363,"This is a verse from the Holy Quran
""""For me""
 where its mention in the Holy quran?",(Quran 44:20)
4364,"This is a verse from the Holy Quran
""""If ye believe me not""
 where its mention in the Holy quran?",(Quran 44:21)
4365,"This is a verse from the Holy Quran
""(But they were aggressive:) then he cried to his Lord: ""These are indeed a people given to sin.""""
 where its mention in the Holy quran?",(Quran 44:22)
4366,"This is a verse from the Holy Quran
""(The reply came:) ""March forth with My Servants by night: for ye are sure to be pursued.""
 where its mention in the Holy quran?",(Quran 44:23)
4367,"This is a verse from the Holy Quran
""""And leave the sea as a furrow (divided): for they are a host (destined) to be drowned.""""
 where its mention in the Holy quran?",(Quran 44:24)
4368,"This is a verse from the Holy Quran
""How many were the gardens and springs they left behind""
 where its mention in the Holy quran?",(Quran 44:25)
4369,"This is a verse from the Holy Quran
""And corn-fields and noble buildings""
 where its mention in the Holy quran?",(Quran 44:26)
4370,"This is a verse from the Holy Quran
""And wealth (and conveniences of life)""
 where its mention in the Holy quran?",(Quran 44:27)
4371,"This is a verse from the Holy Quran
""Thus (was their end)! And We made other people inherit (those things)!""
 where its mention in the Holy quran?",(Quran 44:28)
4372,"This is a verse from the Holy Quran
""And neither heaven nor earth shed a tear over them: nor were they given a respite (again).""
 where its mention in the Holy quran?",(Quran 44:29)
4373,"This is a verse from the Holy Quran
""We did deliver aforetime the Children of Israel from humiliating Punishment""
 where its mention in the Holy quran?",(Quran 44:30)
4374,"This is a verse from the Holy Quran
""Inflicted by Pharaoh""
 where its mention in the Holy quran?",(Quran 44:31)
4375,"This is a verse from the Holy Quran
""And We chose them aforetime above the nations""
 where its mention in the Holy quran?",(Quran 44:32)
4376,"This is a verse from the Holy Quran
""And granted them Signs in which there was a manifest trial""
 where its mention in the Holy quran?",(Quran 44:33)
4377,"This is a verse from the Holy Quran
""As to these (Quraish)""
 where its mention in the Holy quran?",(Quran 44:34)
4378,"This is a verse from the Holy Quran
""""There is nothing beyond our first death""
 where its mention in the Holy quran?",(Quran 44:35)
4379,"This is a verse from the Holy Quran
""""Then bring (back) our forefathers""
 where its mention in the Holy quran?",(Quran 44:36)
4380,"This is a verse from the Holy Quran
""What! Are they better than the people of Tubba and those who were before them? We destroyed them because they were guilty of sin.""
 where its mention in the Holy quran?",(Quran 44:37)
4381,"This is a verse from the Holy Quran
""We created not the heavens""
 where its mention in the Holy quran?",(Quran 44:38)
4382,"This is a verse from the Holy Quran
""We created them not except for just ends: but most of them do not understand.""
 where its mention in the Holy quran?",(Quran 44:39)
4383,"This is a verse from the Holy Quran
""Verily the Day of sorting out is the time appointed for all of them""
 where its mention in the Holy quran?",(Quran 44:40)
4384,"This is a verse from the Holy Quran
""The Day when no protector can avail his client in aught""
 where its mention in the Holy quran?",(Quran 44:41)
4385,"This is a verse from the Holy Quran
""Except such as receive Allah�s Mercy: for He is Exalted in Might""
 where its mention in the Holy quran?",(Quran 44:42)
4386,"This is a verse from the Holy Quran
""Verily the tree of Zaqqum""
 where its mention in the Holy quran?",(Quran 44:43)
4387,"This is a verse from the Holy Quran
""Will be the food of the Sinful""
 where its mention in the Holy quran?",(Quran 44:44)
4388,"This is a verse from the Holy Quran
""Like molten brass; it will boil in their insides.""
 where its mention in the Holy quran?",(Quran 44:45)
4389,"This is a verse from the Holy Quran
""Like the boiling of scalding water.""
 where its mention in the Holy quran?",(Quran 44:46)
4390,"This is a verse from the Holy Quran
""(A voice will cry: ""Seize ye him and drag him into the midst of the Blazing Fire!""
 where its mention in the Holy quran?",(Quran 44:47)
4391,"This is a verse from the Holy Quran
""""Then pour over his head the Penalty of Boiling Water""
 where its mention in the Holy quran?",(Quran 44:48)
4392,"This is a verse from the Holy Quran
""""Taste thou (this)! Truly wast thou mighty""
 where its mention in the Holy quran?",(Quran 44:49)
4393,"This is a verse from the Holy Quran
""""Truly this is what ye used to doubt!""""
 where its mention in the Holy quran?",(Quran 44:50)
4394,"This is a verse from the Holy Quran
""As to the Righteous (they will be) in a position of Security""
 where its mention in the Holy quran?",(Quran 44:51)
4395,"This is a verse from the Holy Quran
""Among Gardens and Springs;""
 where its mention in the Holy quran?",(Quran 44:52)
4396,"This is a verse from the Holy Quran
""Dressed in fine silk and in rich brocade""
 where its mention in the Holy quran?",(Quran 44:53)
4397,"This is a verse from the Holy Quran
""So; and We shall join them to fair women with beautiful""
 where its mention in the Holy quran?",(Quran 44:54)
4398,"This is a verse from the Holy Quran
""There can they call for every kind of fruit in peace and security;""
 where its mention in the Holy quran?",(Quran 44:55)
4399,"This is a verse from the Holy Quran
""Nor will they there taste Death""
 where its mention in the Holy quran?",(Quran 44:56)
4400,"This is a verse from the Holy Quran
""As a Bounty from thy Lord! that will be the supreme achievement!""
 where its mention in the Holy quran?",(Quran 44:57)
4401,"This is a verse from the Holy Quran
""Verily""
 where its mention in the Holy quran?",(Quran 44:58)
4402,"This is a verse from the Holy Quran
""So wait thou and watch; for they (too) are waiting.""
 where its mention in the Holy quran?",(Quran 44:59)
4403,"This is a verse from the Holy Quran
""Ha-Mim.""
 where its mention in the Holy quran?",(Quran 45:1)
4404,"This is a verse from the Holy Quran
""The revelation of the Book is from Allah the Exalted in Power""
 where its mention in the Holy quran?",(Quran 45:2)
4405,"This is a verse from the Holy Quran
""Verily in the heavens and the earth""
 where its mention in the Holy quran?",(Quran 45:3)
4406,"This is a verse from the Holy Quran
""And in the creation of yourselves and the fact that animals are scattered (through the earth)""
 where its mention in the Holy quran?",(Quran 45:4)
4407,"This is a verse from the Holy Quran
""And in the alternation of Night and Day""
 where its mention in the Holy quran?",(Quran 45:5)
4408,"This is a verse from the Holy Quran
""Such are the Signs of Allah""
 where its mention in the Holy quran?",(Quran 45:6)
4409,"This is a verse from the Holy Quran
""Woe to each sinful dealer in Falsehoods:""
 where its mention in the Holy quran?",(Quran 45:7)
4410,"This is a verse from the Holy Quran
""He hears the Signs of Allah rehearsed to him""
 where its mention in the Holy quran?",(Quran 45:8)
4411,"This is a verse from the Holy Quran
""And when he learns something of Our Signs""
 where its mention in the Holy quran?",(Quran 45:9)
4412,"This is a verse from the Holy Quran
""In front of them is Hell: and of no profit to them is anything they may have earned""
 where its mention in the Holy quran?",(Quran 45:10)
4413,"This is a verse from the Holy Quran
""This is (true) Guidance and for those who reject the Signs of their Lord""
 where its mention in the Holy quran?",(Quran 45:11)
4414,"This is a verse from the Holy Quran
""It is Allah Who has subjected the sea to you""
 where its mention in the Holy quran?",(Quran 45:12)
4415,"This is a verse from the Holy Quran
""And He has subjected to you""
 where its mention in the Holy quran?",(Quran 45:13)
4416,"This is a verse from the Holy Quran
""Tell those who believe""
 where its mention in the Holy quran?",(Quran 45:14)
4417,"This is a verse from the Holy Quran
""If any one does a righteous deed""
 where its mention in the Holy quran?",(Quran 45:15)
4418,"This is a verse from the Holy Quran
""We did aforetime grant to the Children of Israel the Book the Power of Command""
 where its mention in the Holy quran?",(Quran 45:16)
4419,"This is a verse from the Holy Quran
""And We granted them Clear Signs in affairs (of Religion): it was only after knowledge had been granted to them that they fell into schisms""
 where its mention in the Holy quran?",(Quran 45:17)
4420,"This is a verse from the Holy Quran
""Then We put thee on the (right) Way of Religion: so follow thou that (Way)""
 where its mention in the Holy quran?",(Quran 45:18)
4421,"This is a verse from the Holy Quran
""They will be of no use to thee in the sight of Allah: it is only Wrong-doers (that stand as) protectors""
 where its mention in the Holy quran?",(Quran 45:19)
4422,"This is a verse from the Holy Quran
""These are clear evidences to men and a Guidance and Mercy to those of assured Faith.""
 where its mention in the Holy quran?",(Quran 45:20)
