,prompt,completion
4724, (Near the Lote-tree beyond which none may pass:) give me the refrence,"Refrence: (53,14)"
4725, (Near it is the Garden of Abode.) give me the refrence,"Refrence: (53,15)"
4726, (Behold) give me the refrence,"Refrence: (53,16)"
4727, ((His) sight never swerved) give me the refrence,"Refrence: (53,17)"
4728, (For truly did he see) give me the refrence,"Refrence: (53,18)"
4729, (Have ye seen Lat. and �Uzza) give me the refrence,"Refrence: (53,19)"
4730, (And another) give me the refrence,"Refrence: (53,20)"
4731, (What! for you the male sex) give me the refrence,"Refrence: (53,21)"
4732, (Behold) give me the refrence,"Refrence: (53,22)"
4733, (These are nothing but names which ye have devised) give me the refrence,"Refrence: (53,23)"
4734, (Nay) give me the refrence,"Refrence: (53,24)"
4735, (But it is to Allah that the End and the Beginning (of all things) belong.) give me the refrence,"Refrence: (53,25)"
4736, (How many-so-ever be the angels in the heavens) give me the refrence,"Refrence: (53,26)"
4737, (Those who believe not in the Hereafter) give me the refrence,"Refrence: (53,27)"
4738, (But they have no knowledge therein. They follow nothing but conjecture; and conjecture avails nothing against Truth.) give me the refrence,"Refrence: (53,28)"
4739, (Therefore shun those who turn away from Our Message and desire nothing but the life of this world.) give me the refrence,"Refrence: (53,29)"
4740, (That is as far as knowledge will reach them. Verily thy Lord knoweth best those who stray from His Path) give me the refrence,"Refrence: (53,30)"
4741, (Yea) give me the refrence,"Refrence: (53,31)"
4742, (Those who avoid great sins and shameful deeds) give me the refrence,"Refrence: (53,32)"
4743, (Seest thou one who turns back) give me the refrence,"Refrence: (53,33)"
4744, (Gives a little) give me the refrence,"Refrence: (53,34)"
4745, (What! Has he knowledge of the Unseen so that he can see?) give me the refrence,"Refrence: (53,35)"
4746, (Nay) give me the refrence,"Refrence: (53,36)"
4747, (And of Abraham who fulfilled his engagements?-) give me the refrence,"Refrence: (53,37)"
4748, (Namely) give me the refrence,"Refrence: (53,38)"
4749, (That man can have nothing but what he strives for;) give me the refrence,"Refrence: (53,39)"
4750, (That (the fruit of) his striving will soon come in sight:) give me the refrence,"Refrence: (53,40)"
4751, (Then will he be rewarded with a reward complete;) give me the refrence,"Refrence: (53,41)"
4752, (That to thy Lord is the final Goal;) give me the refrence,"Refrence: (53,42)"
4753, (That it is He Who granteth Laughter and Tears;) give me the refrence,"Refrence: (53,43)"
4754, (That it is He Who granteth Death and Life;) give me the refrence,"Refrence: (53,44)"
4755, (That He did create in pairs) give me the refrence,"Refrence: (53,45)"
4756, (From a seed when lodged (in its place);) give me the refrence,"Refrence: (53,46)"
4757, (That He hath promised a Second Creation (Raising of the Dead);) give me the refrence,"Refrence: (53,47)"
4758, (That it is He Who giveth wealth and satisfaction;) give me the refrence,"Refrence: (53,48)"
4759, (That He is the Lord of Sirius (the Mighty Star);) give me the refrence,"Refrence: (53,49)"
4760, (And that it is He Who destroyed the (powerful) ancient �Ad (people)) give me the refrence,"Refrence: (53,50)"
4761, (And the Thamud nor gave them a lease of perpetual life.) give me the refrence,"Refrence: (53,51)"
4762, (And before them) give me the refrence,"Refrence: (53,52)"
4763, (And He destroyed the Overthrown Cities (of Sodom and Gomorrah).) give me the refrence,"Refrence: (53,53)"
4764, (So that (ruins unknown) have covered them up.) give me the refrence,"Refrence: (53,54)"
4765, (Then which of the gifts of thy Lord) give me the refrence,"Refrence: (53,55)"
4766, (This is a Warner) give me the refrence,"Refrence: (53,56)"
4767, (The (Judgment) ever approaching draws nigh:) give me the refrence,"Refrence: (53,57)"
4768, (No (soul) but Allah can lay it bare.) give me the refrence,"Refrence: (53,58)"
4769, (Do ye then wonder at this recital?) give me the refrence,"Refrence: (53,59)"
4770, (And will ye laugh and not weep) give me the refrence,"Refrence: (53,60)"
4771, (Wasting your time in vanities?) give me the refrence,"Refrence: (53,61)"
4772, (But fall ye down in prostration to Allah) give me the refrence,"Refrence: (53,62)"
4773, (The Hour (of Judgment) is nigh) give me the refrence,"Refrence: (54,1)"
4774, (But if they see a Sign) give me the refrence,"Refrence: (54,2)"
4775, (They reject (the warning) and follow their (own) lusts but every matter has its appointed time.) give me the refrence,"Refrence: (54,3)"
4776, (There have already come to them Recitals wherein there is (enough) to check (them)) give me the refrence,"Refrence: (54,4)"
4777, (Mature wisdom;- but (the preaching of) Warners profits them not.) give me the refrence,"Refrence: (54,5)"
4778, (Therefore) give me the refrence,"Refrence: (54,6)"
4779, (They will come forth) give me the refrence,"Refrence: (54,7)"
4780, (Hastening) give me the refrence,"Refrence: (54,8)"
4781, (Before them the People of Noah rejected (their messenger): they rejected Our servant) give me the refrence,"Refrence: (54,9)"
4782," (Then he called on his Lord: ""I am one overcome: do Thou then help (me)!"") give me the refrence","Refrence: (54,10)"
4783, (So We opened the gates of heaven) give me the refrence,"Refrence: (54,11)"
4784, (And We caused the earth to gush forth with springs) give me the refrence,"Refrence: (54,12)"
4785, (But We bore him on an (Ark) made of broad planks and caulked with palm-fibre:) give me the refrence,"Refrence: (54,13)"
4786, (She floats under our eyes (and care): a recompense to one who had been rejected (with scorn)!) give me the refrence,"Refrence: (54,14)"
4787, (And We have left this as a Sign (for all time): then is there any that will receive admonition?) give me the refrence,"Refrence: (54,15)"
4788, (But how (terrible) was My Penalty and My Warning?) give me the refrence,"Refrence: (54,16)"
4789, (And We have indeed made the Qur�an easy to understand and remember: then is there any that will receive admonition?) give me the refrence,"Refrence: (54,17)"
4790, (The �Ad (people) (too) rejected (Truth): then how terrible was My Penalty and My Warning?) give me the refrence,"Refrence: (54,18)"
4791, (For We sent against them a furious wind) give me the refrence,"Refrence: (54,19)"
4792, (Plucking out men as if they were roots of palm-trees torn up (from the ground).) give me the refrence,"Refrence: (54,20)"
4793, (Yea) give me the refrence,"Refrence: (54,21)"
4794, (But We have indeed made the Qur�an easy to understand and remember: then is there any that will receive admonition?) give me the refrence,"Refrence: (54,22)"
4795, (The Thamud (also) rejected (their) Warners.) give me the refrence,"Refrence: (54,23)"
4796," (For they said: ""What! a man! a Solitary one from among ourselves! shall we follow such a one? Truly should we then be straying in mind) give me the refrence","Refrence: (54,24)"
4797," (""Is it that the Message is sent to him) give me the refrence","Refrence: (54,25)"
4798, (Ah! they will know on the morrow) give me the refrence,"Refrence: (54,26)"
4799, (For We will send the she-camel by way of trial for them. So watch them) give me the refrence,"Refrence: (54,27)"
4800, (And tell them that the water is to be divided between them: Each one�s right to drink being brought forward (by suitable turns).) give me the refrence,"Refrence: (54,28)"
4801, (But they called to their companion) give me the refrence,"Refrence: (54,29)"
4802, (Ah! how (terrible) was My Penalty and My Warning!) give me the refrence,"Refrence: (54,30)"
4803, (For We sent against them a single Mighty Blast) give me the refrence,"Refrence: (54,31)"
4804, (And We have indeed made the Qur�an easy to understand and remember: then is there any that will receive admonition?) give me the refrence,"Refrence: (54,32)"
4805, (The people of Lut rejected (his) warning.) give me the refrence,"Refrence: (54,33)"
4806, (We sent against them a violent Tornado with showers of stones) give me the refrence,"Refrence: (54,34)"
4807, (As a Grace from Us: thus do We reward those who give thanks.) give me the refrence,"Refrence: (54,35)"
4808, (And (Lut) did warn them of Our Punishment) give me the refrence,"Refrence: (54,36)"
4809, (And they even sought to snatch away his guests from him) give me the refrence,"Refrence: (54,37)"
4810, (Early on the morrow an abiding Punishment seized them:) give me the refrence,"Refrence: (54,38)"
4811," (""So taste ye My Wrath and My Warning."") give me the refrence","Refrence: (54,39)"
4812, (And We have indeed made the Qur�an easy to understand and remember: then is there any that will receive admonition?) give me the refrence,"Refrence: (54,40)"
4813, (To the People of Pharaoh) give me the refrence,"Refrence: (54,41)"
4814, (The (people) rejected all Our Signs; but We seized them with such Penalty (as comes) from One Exalted in Power) give me the refrence,"Refrence: (54,42)"
4815, (Are your Unbelievers) give me the refrence,"Refrence: (54,43)"
4816," (Or do they say: ""We acting together can defend ourselves""?) give me the refrence","Refrence: (54,44)"
4817, (Soon will their multitude be put to flight) give me the refrence,"Refrence: (54,45)"
4818, (Nay) give me the refrence,"Refrence: (54,46)"
4819, (Truly those in sin are the ones straying in mind) give me the refrence,"Refrence: (54,47)"
4820, (The Day they will be dragged through the Fire on their faces) give me the refrence,"Refrence: (54,48)"
4821, (Verily) give me the refrence,"Refrence: (54,49)"
4822, (And Our Command is but a single (Act)) give me the refrence,"Refrence: (54,50)"
4823, (And (oft) in the past) give me the refrence,"Refrence: (54,51)"
4824, (All that they do is noted in (their) Books (of Deeds):) give me the refrence,"Refrence: (54,52)"
4825, (Every matter) give me the refrence,"Refrence: (54,53)"
4826, (As to the Righteous) give me the refrence,"Refrence: (54,54)"
4827, (In an Assembly of Truth) give me the refrence,"Refrence: (54,55)"
4828, ((Allah) Most Gracious!) give me the refrence,"Refrence: (55,1)"
4829, (It is He Who has taught the Qur�an.) give me the refrence,"Refrence: (55,2)"
4830, (He has created man:) give me the refrence,"Refrence: (55,3)"
4831, (He has taught him speech (and intelligence).) give me the refrence,"Refrence: (55,4)"
4832, (The sun and the moon follow courses (exactly) computed;) give me the refrence,"Refrence: (55,5)"
4833, (And the herbs and the trees - both (alike) prostrate in adoration.) give me the refrence,"Refrence: (55,6)"
4834, (And the Firmament has He raised high) give me the refrence,"Refrence: (55,7)"
4835, (In order that ye may not transgress (due) balance.) give me the refrence,"Refrence: (55,8)"
4836, (So establish weight with justice and fall not short in the balance.) give me the refrence,"Refrence: (55,9)"
4837, (It is He Who has spread out the earth for (His) creatures:) give me the refrence,"Refrence: (55,10)"
4838, (Therein is fruit and date-palms) give me the refrence,"Refrence: (55,11)"
4839, (Also corn) give me the refrence,"Refrence: (55,12)"
4840, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,13)"
4841, (He created man from sounding clay like unto pottery) give me the refrence,"Refrence: (55,14)"
4842, (And He created Jinns from fire free of smoke:) give me the refrence,"Refrence: (55,15)"
4843, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,16)"
4844, ((He is) Lord of the two Easts and Lord of the two Wests:) give me the refrence,"Refrence: (55,17)"
4845, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,18)"
4846, (He has let free the two bodies of flowing water) give me the refrence,"Refrence: (55,19)"
4847, (Between them is a Barrier which they do not transgress:) give me the refrence,"Refrence: (55,20)"
4848, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,21)"
4849, (Out of them come Pearls and Coral:) give me the refrence,"Refrence: (55,22)"
4850, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,23)"
4851, (And His are the Ships sailing smoothly through the seas) give me the refrence,"Refrence: (55,24)"
4852, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,25)"
4853, (All that is on earth will perish:) give me the refrence,"Refrence: (55,26)"
4854, (But will abide (for ever) the Face of thy Lord) give me the refrence,"Refrence: (55,27)"
4855, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,28)"
4856, (Of Him seeks (its need) every creature in the heavens and on earth: every day in (new) Splendour doth He (shine)!) give me the refrence,"Refrence: (55,29)"
4857, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,30)"
4858, (Soon shall We settle your affairs) give me the refrence,"Refrence: (55,31)"
4859, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,32)"
4860, (O ye assembly of Jinns and men! If it be ye can pass beyond the zones of the heavens and the earth) give me the refrence,"Refrence: (55,33)"
4861, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,34)"
4862, (On you will be sent (O ye evil ones twain!) a flame of fire (to burn) and a smoke (to choke): no defence will ye have:) give me the refrence,"Refrence: (55,35)"
4863, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,36)"
4864, (When the sky is rent asunder) give me the refrence,"Refrence: (55,37)"
4865, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,38)"
4866, (On that Day no question will be asked of man or Jinn as to his sin.) give me the refrence,"Refrence: (55,39)"
4867, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,40)"
4868, ((For) the sinners will be known by their marks: and they will be seized by their forelocks and their feet.) give me the refrence,"Refrence: (55,41)"
4869, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,42)"
4870, (This is the Hell which the Sinners deny:) give me the refrence,"Refrence: (55,43)"
4871, (In its midst and in the midst of boiling hot water will they wander round!) give me the refrence,"Refrence: (55,44)"
4872, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,45)"
4873, (But for such as fear the time when they will stand before (the Judgment Seat of) their Lord) give me the refrence,"Refrence: (55,46)"
4874, (Then which of the favours of your Lord will ye deny?-) give me the refrence,"Refrence: (55,47)"
4875, (Containing all kinds (of trees and delights);-) give me the refrence,"Refrence: (55,48)"
4876, (Then which of the favours of your Lord will ye deny?-) give me the refrence,"Refrence: (55,49)"
4877, (In them (each) will be two Springs flowing (free);) give me the refrence,"Refrence: (55,50)"
4878, (Then which of the favours of your Lord will ye deny?-) give me the refrence,"Refrence: (55,51)"
4879, (In them will be Fruits of every kind) give me the refrence,"Refrence: (55,52)"
4880, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,53)"
4881, (They will recline on Carpets) give me the refrence,"Refrence: (55,54)"
4882, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,55)"
4883, (In them will be (Maidens)) give me the refrence,"Refrence: (55,56)"
4884, (Then which of the favours of your Lord will ye deny?-) give me the refrence,"Refrence: (55,57)"
4885, (Like unto Rubies and coral.) give me the refrence,"Refrence: (55,58)"
4886, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,59)"
4887, (Is there any Reward for Good - other than Good?) give me the refrence,"Refrence: (55,60)"
4888, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,61)"
4889, (And besides these two) give me the refrence,"Refrence: (55,62)"
4890, (Then which of the favours of your Lord will ye deny?-) give me the refrence,"Refrence: (55,63)"
4891, (Dark-green in colour (from plentiful watering).) give me the refrence,"Refrence: (55,64)"
4892, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,65)"
4893, (In them (each) will be two Springs pouring forth water in continuous abundance:) give me the refrence,"Refrence: (55,66)"
4894, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,67)"
4895, (In them will be Fruits) give me the refrence,"Refrence: (55,68)"
4896, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,69)"
4897, (In them will be fair (Companions)) give me the refrence,"Refrence: (55,70)"
4898, (Then which of the favours of your Lord will ye deny?-) give me the refrence,"Refrence: (55,71)"
4899, (Companions restrained (as to their glances)) give me the refrence,"Refrence: (55,72)"
4900, (Then which of the favours of your Lord will ye deny?-) give me the refrence,"Refrence: (55,73)"
4901, (Whom no man or Jinn before them has touched;-) give me the refrence,"Refrence: (55,74)"
4902, (Then which of the favours of your Lord will ye deny?-) give me the refrence,"Refrence: (55,75)"
4903, (Reclining on green Cushions and rich Carpets of beauty.) give me the refrence,"Refrence: (55,76)"
4904, (Then which of the favours of your Lord will ye deny?) give me the refrence,"Refrence: (55,77)"
4905, (Blessed be the name of thy Lord) give me the refrence,"Refrence: (55,78)"
4906, (When the Event inevitable cometh to pass) give me the refrence,"Refrence: (56,1)"
4907, (Then will no (soul) entertain falsehood concerning its coming.) give me the refrence,"Refrence: (56,2)"
4908, ((Many) will it bring low; (many) will it exalt;) give me the refrence,"Refrence: (56,3)"
4909, (When the earth shall be shaken to its depths) give me the refrence,"Refrence: (56,4)"
4910, (And the mountains shall be crumbled to atoms) give me the refrence,"Refrence: (56,5)"
4911, (Becoming dust scattered abroad) give me the refrence,"Refrence: (56,6)"
4912, (And ye shall be sorted out into three classes.) give me the refrence,"Refrence: (56,7)"
4913, (Then (there will be) the Companions of the Right Hand;- What will be the Companions of the Right Hand?) give me the refrence,"Refrence: (56,8)"
4914, (And the Companions of the Left Hand) give me the refrence,"Refrence: (56,9)"
4915, (And those Foremost (in Faith) will be Foremost (in the Hereafter).) give me the refrence,"Refrence: (56,10)"
4916, (These will be those Nearest to Allah:) give me the refrence,"Refrence: (56,11)"
4917, (In Gardens of Bliss:) give me the refrence,"Refrence: (56,12)"
4918, (A number of people from those of old) give me the refrence,"Refrence: (56,13)"
4919, (And a few from those of later times.) give me the refrence,"Refrence: (56,14)"
4920, ((They will be) on Thrones encrusted (with gold and precious stones)) give me the refrence,"Refrence: (56,15)"
4921, (Reclining on them) give me the refrence,"Refrence: (56,16)"
4922, (Round about them will (serve) youths of perpetual (freshness)) give me the refrence,"Refrence: (56,17)"
4923, (With goblets) give me the refrence,"Refrence: (56,18)"
4924, (No after-ache will they receive therefrom) give me the refrence,"Refrence: (56,19)"
4925, (And with fruits) give me the refrence,"Refrence: (56,20)"
4926, (And the flesh of fowls) give me the refrence,"Refrence: (56,21)"
4927, (And (there will be) Companions with beautiful) give me the refrence,"Refrence: (56,22)"
4928, (Like unto Pearls well-guarded.) give me the refrence,"Refrence: (56,23)"
4929, (A Reward for the deeds of their past (life).) give me the refrence,"Refrence: (56,24)"
4930, (Not frivolity will they hear therein) give me the refrence,"Refrence: (56,25)"
4931, (Only the saying) give me the refrence,"Refrence: (56,26)"
4932, (The Companions of the Right Hand) give me the refrence,"Refrence: (56,27)"
4933, ((They will be) among Lote-trees without thorns) give me the refrence,"Refrence: (56,28)"
4934, (Among Talh trees with flowers (or fruits) piled one above another) give me the refrence,"Refrence: (56,29)"
4935, (In shade long-extended) give me the refrence,"Refrence: (56,30)"
4936, (By water flowing constantly) give me the refrence,"Refrence: (56,31)"
4937, (And fruit in abundance.) give me the refrence,"Refrence: (56,32)"
4938, (Whose season is not limited) give me the refrence,"Refrence: (56,33)"
4939, (And on Thrones (of Dignity)) give me the refrence,"Refrence: (56,34)"
4940, (We have created (their Companions) of special creation.) give me the refrence,"Refrence: (56,35)"
4941, (And made them virgin - pure (and undefiled)) give me the refrence,"Refrence: (56,36)"
4942, (Beloved (by nature)) give me the refrence,"Refrence: (56,37)"
4943, (For the Companions of the Right Hand.) give me the refrence,"Refrence: (56,38)"
4944, (A (goodly) number from those of old) give me the refrence,"Refrence: (56,39)"
4945, (And a (goodly) number from those of later times.) give me the refrence,"Refrence: (56,40)"
4946, (The Companions of the Left Hand) give me the refrence,"Refrence: (56,41)"
4947, ((They will be) in the midst of a Fierce Blast of Fire and in Boiling Water) give me the refrence,"Refrence: (56,42)"
4948, (And in the shades of Black Smoke:) give me the refrence,"Refrence: (56,43)"
4949, (Nothing (will there be) to refresh) give me the refrence,"Refrence: (56,44)"
4950, (For that they were wont to be indulged) give me the refrence,"Refrence: (56,45)"
4951, (And persisted obstinately in wickedness supreme!) give me the refrence,"Refrence: (56,46)"
4952, (And they used to say) give me the refrence,"Refrence: (56,47)"
4953," (""(We) and our fathers of old?"") give me the refrence","Refrence: (56,48)"
4954," (Say: ""Yea) give me the refrence","Refrence: (56,49)"
4955," (""All will certainly be gathered together for the meeting appointed for a Day well-known.) give me the refrence","Refrence: (56,50)"
4956," (""Then will ye truly) give me the refrence","Refrence: (56,51)"
4957," (""Ye will surely taste of the Tree of Zaqqum.) give me the refrence","Refrence: (56,52)"
4958," (""Then will ye fill your insides therewith) give me the refrence","Refrence: (56,53)"
4959," (""And drink Boiling Water on top of it:) give me the refrence","Refrence: (56,54)"
4960," (""Indeed ye shall drink like diseased camels raging with thirst!"") give me the refrence","Refrence: (56,55)"
4961, (Such will be their entertainment on the Day of Requital!) give me the refrence,"Refrence: (56,56)"
4962, (It is We Who have created you: why will ye not witness the Truth?) give me the refrence,"Refrence: (56,57)"
4963, (Do ye then see?- The (human Seed) that ye throw out) give me the refrence,"Refrence: (56,58)"
4964, (Is it ye who create it) give me the refrence,"Refrence: (56,59)"
4965, (We have decreed Death to be your common lot) give me the refrence,"Refrence: (56,60)"
4966, (from changing your Forms and creating you (again) in (forms) that ye know not.) give me the refrence,"Refrence: (56,61)"
4967, (And ye certainly know already the first form of creation: why then do ye not celebrate His praises?) give me the refrence,"Refrence: (56,62)"
4968, (See ye the seed that ye sow in the ground?) give me the refrence,"Refrence: (56,63)"
4969, (Is it ye that cause it to grow) give me the refrence,"Refrence: (56,64)"
4970, (Were it Our Will) give me the refrence,"Refrence: (56,65)"
4971, ((Saying)) give me the refrence,"Refrence: (56,66)"
4972," (""Indeed are we shut out (of the fruits of our labour)"") give me the refrence","Refrence: (56,67)"
4973, (See ye the water which ye drink?) give me the refrence,"Refrence: (56,68)"
4974, (Do ye bring it down (in rain) from the cloud or do We?) give me the refrence,"Refrence: (56,69)"
4975, (Were it Our Will) give me the refrence,"Refrence: (56,70)"
4976, (See ye the Fire which ye kindle?) give me the refrence,"Refrence: (56,71)"
4977, (Is it ye who grow the tree which feeds the fire) give me the refrence,"Refrence: (56,72)"
4978, (We have made it a memorial (of Our handiwork)) give me the refrence,"Refrence: (56,73)"
4979, (Then celebrate with praises the name of thy Lord) give me the refrence,"Refrence: (56,74)"
4980, (Furthermore I call to witness the setting of the Stars) give me the refrence,"Refrence: (56,75)"
4981, (And that is indeed a mighty adjuration if ye but knew) give me the refrence,"Refrence: (56,76)"
4982, (That this is indeed a qur�an Most Honourable) give me the refrence,"Refrence: (56,77)"
4983, (In Book well-guarded) give me the refrence,"Refrence: (56,78)"
4984, (Which none shall touch but those who are clean:) give me the refrence,"Refrence: (56,79)"
4985, (A Revelation from the Lord of the Worlds.) give me the refrence,"Refrence: (56,80)"
4986, (Is it such a Message that ye would hold in light esteem?) give me the refrence,"Refrence: (56,81)"
4987, (And have ye made it your livelihood that ye should declare it false?) give me the refrence,"Refrence: (56,82)"
4988, (Then why do ye not (intervene) when (the soul of the dying man) reaches the throat) give me the refrence,"Refrence: (56,83)"
4989, (And ye the while (sit) looking on) give me the refrence,"Refrence: (56,84)"
4990, (But We are nearer to him than ye) give me the refrence,"Refrence: (56,85)"
4991, (Then why do ye not) give me the refrence,"Refrence: (56,86)"
4992, (Call back the soul) give me the refrence,"Refrence: (56,87)"
4993, (Thus) give me the refrence,"Refrence: (56,88)"
4994, ((There is for him) Rest and Satisfaction) give me the refrence,"Refrence: (56,89)"
4995, (And if he be of the Companions of the Right Hand) give me the refrence,"Refrence: (56,90)"
4996, ((For him is the salutation)) give me the refrence,"Refrence: (56,91)"
4997, (And if he be of those who treat (Truth) as Falsehood) give me the refrence,"Refrence: (56,92)"
4998, (For him is Entertainment with Boiling Water.) give me the refrence,"Refrence: (56,93)"
4999, (And burning in Hell-Fire.) give me the refrence,"Refrence: (56,94)"
5000, (Verily) give me the refrence,"Refrence: (56,95)"
5001, (So celebrate with praises the name of thy Lord) give me the refrence,"Refrence: (56,96)"
5002, (Whatever is in the heavens and on earth) give me the refrence,"Refrence: (57,1)"
5003, (To Him belongs the dominion of the heavens and the earth: It is He Who gives Life and Death; and He has Power over all things.) give me the refrence,"Refrence: (57,2)"
5004, (He is the First and the Last) give me the refrence,"Refrence: (57,3)"
5005, (He it is Who created the heavens and the earth in Six Days) give me the refrence,"Refrence: (57,4)"
5006, (To Him belongs the dominion of the heavens and the earth: and all affairs are referred back to Allah.) give me the refrence,"Refrence: (57,5)"
5007, (He merges Night into Day) give me the refrence,"Refrence: (57,6)"
5008, (Believe in Allah and His messenger) give me the refrence,"Refrence: (57,7)"
5009, (What cause have ye why ye should not believe in Allah?- and the Messenger invites you to believe in your Lord) give me the refrence,"Refrence: (57,8)"
5010, (He is the One Who sends to His Servant Manifest Signs) give me the refrence,"Refrence: (57,9)"
5011, (And what cause have ye why ye should not spend in the cause of Allah?- For to Allah belongs the heritage of the heavens and the earth. Not equal among you are those who spent (freely) and fought) give me the refrence,"Refrence: (57,10)"
5012, (Who is he that will Loan to Allah a beautiful loan? for (Allah) will increase it manifold to his credit) give me the refrence,"Refrence: (57,11)"
5013," (One Day shalt thou see the believing men and the believing women- how their Light runs forward before them and by their right hands: (their greeting will be): ""Good News for you this Day! Gardens beneath which flow rivers! to dwell therein for aye! This is indeed the highest Achievement!"") give me the refrence","Refrence: (57,12)"
5014," (One Day will the Hypocrites- men and women - say to the Believers: ""Wait for us! Let us borrow (a Light) from your Light!"" It will be said: ""Turn ye back to your rear! then seek a Light (where ye can)!"" So a wall will be put up betwixt them) give me the refrence","Refrence: (57,13)"
5015, ((Those without) will call out) give me the refrence,"Refrence: (57,14)"
5016," (""This Day shall no ransom be accepted of you) give me the refrence","Refrence: (57,15)"
5017, (Has not the Time arrived for the Believers that their hearts in all humility should engage in the remembrance of Allah and of the Truth which has been revealed (to them)) give me the refrence,"Refrence: (57,16)"
5018, (Know ye (all) that Allah giveth life to the earth after its death! already have We shown the Signs plainly to you) give me the refrence,"Refrence: (57,17)"
5019, (For those who give in Charity) give me the refrence,"Refrence: (57,18)"
5020, (And those who believe in Allah and His messengers- they are the Sincere (lovers of Truth)) give me the refrence,"Refrence: (57,19)"
5021, (Know ye (all)) give me the refrence,"Refrence: (57,20)"
5022, (Be ye foremost (in seeking) Forgiveness from your Lord) give me the refrence,"Refrence: (57,21)"
5023, (No misfortune can happen on earth or in your souls but is recorded in a decree before We bring it into existence: That is truly easy for Allah:) give me the refrence,"Refrence: (57,22)"
5024, (In order that ye may not despair over matters that pass you by) give me the refrence,"Refrence: (57,23)"
5025, (Such persons as are covetous and commend covetousness to men. And if any turn back (from Allah�s Way)) give me the refrence,"Refrence: (57,24)"
5026, (We sent aforetime our messengers with Clear Signs and sent down with them the Book and the Balance (of Right and Wrong)) give me the refrence,"Refrence: (57,25)"
5027, (And We sent Noah and Abraham) give me the refrence,"Refrence: (57,26)"
5028, (Then) give me the refrence,"Refrence: (57,27)"
5029, (O ye that believe! Fear Allah) give me the refrence,"Refrence: (57,28)"
5030, (That the People of the Book may know that they have no power whatever over the Grace of Allah) give me the refrence,"Refrence: (57,29)"
5031, (Allah has indeed heard (and accepted) the statement of the woman who pleads with thee concerning her husband and carries her complaint (in prayer) to Allah: and Allah (always) hears the arguments between both sides among you: for Allah hears and sees (all things).) give me the refrence,"Refrence: (58,1)"
5032, (If any men among you divorce their wives by Zihar (calling them mothers)) give me the refrence,"Refrence: (58,2)"
5033, (But those who divorce their wives by Zihar) give me the refrence,"Refrence: (58,3)"
5034, (And if any has not (the wherewithal)) give me the refrence,"Refrence: (58,4)"
5035, (Those who resist Allah and His Messenger will be humbled to dust) give me the refrence,"Refrence: (58,5)"
5036, (On the Day that Allah will raise them all up (again) and show them the Truth (and meaning) of their conduct. Allah has reckoned its (value)) give me the refrence,"Refrence: (58,6)"
5037, (Seest thou not that Allah doth know (all) that is in the heavens and on earth? There is not a secret consultation between three) give me the refrence,"Refrence: (58,7)"
5038, (Turnest thou not thy sight towards those who were forbidden secret counsels yet revert to that which they were forbidden (to do)? And they hold secret counsels among themselves for iniquity and hostility) give me the refrence,"Refrence: (58,8)"
5039, (O ye who believe! When ye hold secret counsel) give me the refrence,"Refrence: (58,9)"
5040, (Secret counsels are only (inspired) by the Evil One) give me the refrence,"Refrence: (58,10)"
5041, (O ye who believe! When ye are told to make room in the assemblies) give me the refrence,"Refrence: (58,11)"
5042, (O ye who believe! When ye consult the Messenger in private) give me the refrence,"Refrence: (58,12)"
5043, (Is it that ye are afraid of spending sums in charity before your private consultation (with him)? If) give me the refrence,"Refrence: (58,13)"
5044, (Turnest thou not thy attention to those who turn (in friendship) to such as have the Wrath of Allah upon them? They are neither of you nor of them) give me the refrence,"Refrence: (58,14)"
5045, (Allah has prepared for them a severe Penalty: evil indeed are their deeds.) give me the refrence,"Refrence: (58,15)"
5046, (They have made their oaths a screen (for their misdeeds): thus they obstruct (men) from the Path of Allah: therefore shall they have a humiliating Penalty.) give me the refrence,"Refrence: (58,16)"
5047, (Of no profit whatever to them) give me the refrence,"Refrence: (58,17)"
